0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
年份,劳动力(万人),就业人员(万人),城镇就业人员(万人),乡村就业人员(万人),国有单位城镇就业人员(万人),城镇集体单位城镇就业人员(万人),股份合作单位城镇就业人员(万人),联营单位城镇就业人员(万人),有限责任公司城镇就业人员(万人),股份有限公司城镇就业人员(万人),私营企业城镇就业人员(万人),港澳台商投资单位城镇就业人员(万人),外商投资单位城镇就业人员(万人),个体城镇就业人员(万人),私营企业乡村就业人员(万人),个体乡村就业人员(万人)
